model,horizon,reference_date,prop,wis,wis_scaled_relative_skill,ae_median,ae_median_scaled_relative_skill,interval_coverage_50,interval_coverage_95,q_coverage_0.010,q_coverage_0.025,q_coverage_0.050,q_coverage_0.100,q_coverage_0.150,q_coverage_0.200,q_coverage_0.250,q_coverage_0.300,q_coverage_0.350,q_coverage_0.400,q_coverage_0.450,q_coverage_0.500,q_coverage_0.550,q_coverage_0.600,q_coverage_0.650,q_coverage_0.700,q_coverage_0.750,q_coverage_0.800,q_coverage_0.850,q_coverage_0.900,q_coverage_0.950,q_coverage_0.975,q_coverage_0.990
UMass-gbq_qr,3,2024-04-06,1,9.53,0.267,13.4,0.23,0.712,0.981,0,0,0,0,0.019230769230769232,0.019230769230769232,0.11538461538461539,0.1346153846153846,0.15384615384615385,0.17307692307692307,0.19230769230769232,0.23076923076923078,0.36538461538461536,0.5,0.6923076923076923,0.8076923076923077,0.8269230769230769,0.8846153846153846,0.9230769230769231,0.9615384615384616,0.9807692307692307,0.9807692307692307,1
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2024-04-06,1,9.72,0.273,12.1,0.208,0.692,0.981,0,0,0.057692307692307696,0.09615384615384616,0.09615384615384616,0.19230769230769232,0.23076923076923078,0.2692307692307692,0.38461538461538464,0.46153846153846156,0.6153846153846154,0.7307692307692307,0.7692307692307693,0.8269230769230769,0.8653846153846154,0.9038461538461539,0.9230769230769231,0.9423076923076923,0.9423076923076923,0.9807692307692307,0.9807692307692307,0.9807692307692307,1
UMass-gbq_qr,3,2024-01-13,1,32,0.282,41.8,0.27,0.535,0.977,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.23255813953488372,0.32558139534883723,0.3953488372093023,0.4883720930232558,0.5581395348837209,0.5813953488372093,0.6046511627906976,0.7441860465116279,0.7906976744186046,0.8372093023255814,0.8604651162790697,0.8837209302325582,0.9302325581395349,0.9302325581395349,0.9767441860465116,1,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,2,2023-12-09,1,30.4,0.288,36.1,0.264,0.483,1,0,0,0,0,0.034482758620689655,0.13793103448275862,0.20689655172413793,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.27586206896551724,0.4482758620689655,0.5517241379310345,0.5862068965517241,0.6206896551724138,0.6551724137931034,0.6896551724137931,0.7586206896551724,0.7931034482758621,0.8620689655172413,0.9655172413793104,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,1,2023-12-16,1,26,0.288,38.2,0.335,0.552,0.966,0,0,0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.1724137931034483,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.3103448275862069,0.3448275862068966,0.3448275862068966,0.4482758620689655,0.5172413793103449,0.6206896551724138,0.7241379310344828,0.7931034482758621,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9655172413793104,1
UMass-gbq_qr,1,2023-12-16,1,25.9,0.288,35.3,0.31,0.655,1,0,0,0,0.034482758620689655,0.10344827586206896,0.13793103448275862,0.20689655172413793,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.4482758620689655,0.5517241379310345,0.6206896551724138,0.6896551724137931,0.7586206896551724,0.8275862068965517,0.8620689655172413,0.896551724137931,0.9310344827586207,0.9655172413793104,0.9655172413793104,1,1
UMass-gbq_qr,3,2024-03-16,1,15.2,0.293,19.4,0.239,0.922,1,0,0,0,0,0,0,0.0196078431372549,0.09803921568627451,0.17647058823529413,0.3137254901960784,0.39215686274509803,0.43137254901960786,0.5686274509803921,0.6862745098039216,0.803921568627451,0.8627450980392157,0.9411764705882353,1,1,1,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2023-12-02,1,36.6,0.299,49.4,0.31,0.552,0.966,0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.1724137931034483,0.1724137931034483,0.2413793103448276,0.3103448275862069,0.3103448275862069,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.5172413793103449,0.6551724137931034,0.6896551724137931,0.7241379310344828,0.8275862068965517,0.9310344827586207,1,1,1,1
UMass-gbq_qr,2,2024-04-13,1,9.67,0.299,13.7,0.274,0.673,1,0,0,0,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.09615384615384616,0.15384615384615385,0.25,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.4807692307692308,0.6538461538461539,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9615384615384616,1,1
UMass-gbq_qr,3,2023-12-02,1,37.4,0.305,45.6,0.286,0.724,1,0,0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.3448275862068966,0.5172413793103449,0.5862068965517241,0.6896551724137931,0.6896551724137931,0.7931034482758621,0.8620689655172413,0.9310344827586207,1,1,1,1,1
